name
I."ENST00000498666";21_46323280_46323450-242=171=181//P05107
I."ENST00000360372";1_201331514_201331522-110=9=111//P45379
I."ENST00000582678";17_61560390_61560534-224=145=99//P12821
I."ENST00000538928";17_61556368_61556461-168=94=144//P12821
I."ENST00000517659";8_54859225_54859308-165=84=235//O76081
I."ENST00000531177";11_618599_619180-158=582=85//Q9HBB8
I."ENST00000367376";1_198671516_198671659-141=144=75//P08575
I."ENST00000200181";17_73749846_73750055-132=210=240//P16144
I."ENST00000342628";12_2974521_2974565-70=45=129//Q08050
I."ENST00000395636";20_58342241_58342450-183=210=175//Q96KR7
I."ENST00000344138";22_40356059_40356178-92=120=169//O75791
I."ENST00000338718";16_67038696_67038776-141=81=154//Q5XG92
I."ENST00000452025";2_210874381_210874460-141=80=140//Q96AT9
I."ENST00000441588";2_210868162_210868192-141=31=140//Q96AT9
I."ENST00000312391";X_64744444_64744494-207=51=86//Q9Y4W2
I."ENST00000312391";X_64753490_64753615-70=126=277//Q9Y4W2
I."ENST00000374804";X_64748140_64748249-86=110=47//Q9Y4W2
I."ENST00000397203";12_1221381_1221464-156=84=168//Q8IUD2
I."ENST00000397203";12_1372200_1372331-136=132=161//Q8IUD2
I."ENST00000586027";19_14593501_14593818-186=318=88//O14908
I."ENST00000261173";12_89995103_89995210-183=108=212//P23220
I."ENST00000533248";11_76165793_76165834-75=42=176//Q8BMB0
I."ENST00000525919";11_76250643_76250684-156=42=152//Q7Z589
I."ENST00000255013";1_156351597_156351734-167=138=134//Q9H310
I."ENST00000358053";20_60864263_60864386-129=124=91//Q9H1P3
I."ENST00000394526";4_114429392_114429424-49=33=38//Q2HJF7
I."ENST00000380154";8_30612182_30612304-71=123=123//O00124
I."ENST00000377307";8_145763105_145763197-74=93=562//P59281
I."ENST00000347193";7_44279188_44279262-38=75=43//P08413
I."ENST00000258682";7_44273989_44274060-45=72=38//Q3MHJ9
I."ENST00000518004";17_36361697_36361804-201=108=122//A6NEC2
I."ENST00000379917";8_38940160_38940240-184=81=142//Q13443
I."ENST00000568579";16_24869941_24870099-208=159=72//Q8WWX8
I."ENST00000568579";16_24902190_24902395-81=206=136//Q8WWX8
I."ENST00000569071";16_24881222_24881326-72=105=60//Q8WWX8
I."ENST00000569071";16_24886948_24887052-60=105=106//Q8WWX8
I."ENST00000579345";19_40742164_40742292-81=129=123//P31751
I."ENST00000361510";3_193334967_193335074-97=108=54//O60313
I."ENST00000464241";2_74717152_74717254-89=103=230//Q49AM3
I."ENST00000483364";8_22035080_22035245-179=166=106//P13497
I."ENST00000529383";17_42289712_42289822-134=111=121//P25977
I."ENST00000545242";4_8021929_8022030-54=102=121//Q6H8Q1
I."ENST00000392083";2_220194085_220194126-90=42=128//Q5W5W9
I."ENST00000498426";1_196311209_196311358-230=150=109//Q6UVM3
I."ENST00000419549";19_35836505_35836623-76=119=85//P20273
I."ENST00000389297";7_89933283_89933420-193=138=77//A5D8W1
I."ENST00000283141";6_10911057_10911102-53=46=93//Q5T4T6
I."ENST00000341041";6_10922924_10923023-61=100=146//Q5T4T6
I."ENST00000598979";19_50173473_50173745-92=273=219//Q9HB09
I."ENST00000360822";9_123205898_123206020-574=123=232//Q96SN8
I."ENST00000359309";9_123222850_123222945-173=96=138//Q96SN8
I."ENST00000263326";2_113671369_113671431-124=63=120//Q9NZH6
I."ENST00000263326";2_113674706_113674825-63=120=143//Q9NZH6
I."ENST00000494724";1_157666930_157667119-288=190=261//Q96P31
I."ENST00000368186";1_157666930_157667214-288=285=261//Q96P31
I."ENST00000381584";10_243851_243945-135=95=160//Q8R5C8
I."ENST00000535623";7_128407510_128407709-61=200=2414//Q5RDD8
I."ENST00000535623";7_128394316_128394509-232=194=194//O43852
I."ENST00000539789";2_208425843_208425884-147=42=101//P15337
I."ENST00000396560";16_10567780_10567846-56=67=86//Q5U623
I."ENST00000416223";11_2187863_2187998-70=136=51//Q76IQ3
I."ENST00000507772";4_70802839_70802862-42=24=24//P47710
I."ENST00000588087";17_76120970_76121066-258=97=106//Q7Z403
I."ENST00000462753";7_129818242_129818367-98=126=97//Q96SK2
I."ENST00000588462";17_59104227_59104271-151=45=125//Q9H6U6
I."ENST00000427363";18_77246248_77246937-133=690=50//O95644
I."ENST00000466872";9_72499969_72500038-69=70=58//Q5VTT2
I."ENST00000529446";9_72501754_72501811-69=58=246//Q5VTT2
I."ENST00000527647";9_72459433_72459541-205=109=119//Q5VTT2
I."ENST00000398564";8_1874543_1874629-122=87=224//O15013
I."ENST00000527628";11_125445159_125445304-112=146=61//O14681
I."ENST00000330807";X_55050190_55050300-223=111=123//P22557
I."ENST00000550194";12_70713078_70713144-123=67=148//Q8C5L3
I."ENST00000451402";9_127923120_127923185-142=66=96//Q64620
I."ENST00000397517";13_99112626_99112694-137=69=124//Q9Y6E0
I."ENST00000274599";5_150282703_150282744-127=42=114//Q96RE9
I."ENST00000486230";X_118679426_118679467-139=42=118//Q9H5V9
I."ENST00000496863";1_155691308_155691409-123=102=109//P51398
I."ENST00000496863";1_155686797_155686919-52=123=102//P51398
I."ENST00000530785";11_65307484_65307624-162=141=138//Q9NS15
I."ENST00000290317";20_45216698_45216802-98=105=96//Q8WWT9
I."ENST00000290317";20_45204212_45204324-162=113=98//Q8WWT9
I."ENST00000422392";16_68842596_68842751-144=156=145//P12830
I."ENST00000318588";X_41414853_41414888-197=36=69//O70589
I."ENST00000318588";X_41416285_41416353-36=69=69//O70589
I."ENST00000361962";X_41483517_41483534-122=18=100//Q62915
I."ENST00000437316";6_32725550_32725660-24=111=282//P05538
I."ENST00000523873";6_43748469_43748591-30=123=132//P15692
I."ENST00000511413";1_179102447_179102509-171=63=157//P42684
I."ENST00000381580";20_1615913_1616245-85=333=318//Q9P1W8
I."ENST00000485357";21_43513514_43513632-141=119=154//Q5DID0
I."ENST00000400421";21_43508404_43508590-110=187=141//Q5DID0
I."ENST00000491559";21_43508404_43508583-110=180=141//Q5DID0
I."ENST00000400421";21_43510408_43510548-187=141=255//Q5DID0
I."ENST00000545503";12_102030450_102030506-52=57=167//Q00872
I."ENST00000457979";17_34584032_34584097-100=66=95//A6NDS4
I."ENST00000554242";14_25102121_25102268-261=148=55//P10144
I."ENST00000554242";14_25102121_25102268-261=148=55//P10144
I."ENST00000397359";14_23521179_23521292-122=114=137//Q86UP0
I."ENST00000397770";16_322862_322930-30=69=82//O94810
I."ENST00000397770";16_324976_325082-52=107=51//O94810
I."ENST00000355279";10_90768646_90768754-138=109=62//P25445
I."ENST00000355279";10_90770510_90770572-62=63=83//P25445
I."ENST00000492756";10_90773100_90773124-83=25=332//P25445
I."ENST00000479176";3_180651122_180651174-66=53=94//P51114
I."ENST00000542737";1_54644822_54645025-204=204=105//Q6IPT4
I."ENST00000556698";14_100826891_100826999-36=109=214//P23381
I."ENST00000477278";1_1290830_1291132-102=303=24//Q9BRK3
I."ENST00000395397";11_47283098_47283277-209=180=100//Q13133
I."ENST00000563874";16_28499912_28499983-80=72=97//Q13286
I."ENST00000532494";16_48138053_48138279-138=227=198//Q96J65
I."ENST00000529504";16_48120652_48120730-114=79=146//Q96J65
I."ENST00000448542";16_48151172_48151244-204=73=125//Q96J65
I."ENST00000448542";16_48120652_48120730-114=79=160//Q96J65
I."ENST00000521978";6_72975093_72975206-78=114=90//Q86UR5
I."ENST00000475591";1_26620696_26620822-215=127=77//Q5T124
I."ENST00000374222";1_26627417_26627515-101=99=29//Q5T124
I."ENST00000357089";1_26623410_26623486-127=77=55//Q5T124
I."ENST00000258729";7_23358757_23358873-75=117=126//Q9CPN8
I."ENST00000429383";3_17333387_17333493-86=107=143//Q92609
I."ENST00000341686";10_96974609_96974732-83=124=81//Q6P461
I."ENST00000510241";5_139940224_139940339-192=116=84//O95704
I."ENST00000520042";7_102246305_102246434-82=130=62//O43374
I."ENST00000510756";5_96064857_96064913-42=57=114//P20810
I."ENST00000421689";5_96062498_96062563-60=66=42//P49342
I."ENST00000340094";9_117810539_117810811-273=273=273//P24821
I."ENST00000277475";9_131813579_131813699-137=121=118//Q7L4E1
I."ENST00000584600";17_79977517_79977570-74=54=52//Q5RBU1
I."ENST00000423724";7_93091375_93091422-127=48=92//P30988
I."ENST00000378912";16_70503055_70503226-120=172=113//Q8N0W3
I."ENST00000574784";16_70499029_70499079-152=51=126//Q8N0W3
I."ENST00000452174";2_182412549_182412574-109=26=60//Q49MI3
I."ENST00000339098";2_182430160_182430237-143=78=64//Q49MI3
I."ENST00000463504";3_31920922_31921045-80=124=176//Q9BXB5
I."ENST00000357009";2_216236632_216236738-165=107=90//P02751
I."ENST00000388777";3_27472789_27473160-116=372=189//Q9Y6M7
I."ENST00000455077";3_27463113_27463270-88=158=116//Q9Y6M7
I."ENST00000455077";3_27450847_27451021-134=175=107//Q9Y6M7
I."ENST00000511782";5_96076449_96076487-81=39=93//P49342
I."ENST00000399212";21_37420606_37420694-430=89=38//Q9NVD3
I."ENST00000357822";2_74454644_74454691-174=48=69//Q9BY07
I."ENST00000357822";2_74462228_74462341-162=114=201//Q9BY07
I."ENST00000357822";2_74531616_74531807-130=192=81//Q9BY07
I."ENST00000156626";17_74622371_74622474-90=104=139//Q9NSC7
I."ENST00000568085";16_23379177_23379280-191=104=164//P51168
I."ENST00000568923";16_23383097_23383204-164=108=118//P51168
I."ENST00000417353";19_45973887_45974207-718=321=2628//P53539
I."ENST00000591858";19_45974452_45974559-204=108=2628//P53539
I."ENST00000353609";19_45974452_45974559-321=108=2628//P53539
I."ENST00000435087";1_154245812_154246010-109=199=188//O00165
I."ENST00000448861";3_195497549_195497757-156=209=165//Q99102
I."ENST00000346145";3_195505174_195505326-134=153=122//Q99102
I."ENST00000349607";3_195481084_195481243-180=160=182//Q99102
I."ENST00000349607";3_195493534_195493622-180=89=131//Q99102
I."ENST00000395728";6_31856746_31856847-149=102=115//Q96KQ7
I."ENST00000356972";5_147553797_147553933-44=137=46//Q6IE38
I."ENST00000561109";15_101871856_101871894-103=39=180//P29122
I."ENST00000451172";3_158970516_158970596-65=81=136//Q1A5X6
I."ENST00000357032";14_51095284_51095298-432=15=836//Q5R4P1
I."ENST00000155093";Y_2821950_2822038-293=89=573//P08048
I."ENST00000155093";Y_2844711_2844863-144=153=141//Q6B4Z5
I."ENST00000321935";1_159772210_159772245-102=36=21//Q6DN72
I."ENST00000563200";16_30092580_30092631-161=52=51//Q5BJ92
I."ENST00000333194";5_76607819_76607878-339=60=191//O95263
I."ENST00000342343";5_76704718_76704882-77=165=46//E9Q4S1
I."ENST00000450533";21_38462533_38462586-88=54=121//P53804
I."ENST00000310366";3_122345674_122345880-168=207=134//Q460N3
I."ENST00000580654";17_38798707_38798811-81=105=44//O54941
I."ENST00000371015";20_58342241_58342450-183=210=175//Q96KR7
I."ENST00000530161";11_15222370_15222495-114=126=172//Q1MX18
I."ENST00000382440";Y_25390137_25390208-72=72=72//Q9NR90
I."ENST00000382434";Y_25392533_25392604-72=72=72//Q9NR90
I."ENST00000382434";Y_25392533_25392604-72=72=72//Q9NR90
I."ENST00000372825";1_40312892_40312969-110=78=113//Q9H3H1
I."ENST00000397746";21_47558794_47558837-139=44=162//O95954
I."ENST00000463216";21_38494117_38494279-55=163=46//P53804
I."ENST00000450471";2_202688388_202688450-95=63=124//Q96Q40
I."ENST00000397566";11_613951_614037-81=87=226//Q92985
I."ENST00000534203";2_228207461_228207535-89=75=85//Q9GZY8
I."ENST00000373332";2_238982424_238982488-181=65=128//Q96I15
I."ENST00000535277";11_73519358_73519395-53=38=89//Q96GC5
I."ENST00000519951";8_43157116_43157253-107=138=71//Q6S8J7
I."ENST00000016913";11_60268518_60268655-282=138=57//Q9NXJ0
I."ENST00000352931";6_43112938_43113170-156=233=81//Q13308
I."ENST00000230418";6_43107144_43107263-136=120=150//Q13308
I."ENST00000514249";4_81341368_81341477-131=110=91//Q6V702
I."ENST00000369358";10_115402693_115402797-108=105=117//Q86VF7
I."ENST00000544166";6_97489368_97489475-181=108=99//Q96NJ5
I."ENST00000319198";9_13122086_13122169-194=84=146//O75970
I."ENST00000368160";1_158325090_158325359-297=270=279//P15812
I."ENST00000377436";1_9009322_9009501-79=180=149//P23280
I."ENST00000360962";11_66590035_66590145-122=111=99//Q8N6T0
I."ENST00000407977";17_56448272_56448394-75=123=637//Q68DV7
I."ENST00000268679";16_88964486_88964560-242=75=153//O75081
I."ENST00000522874";14_102698044_102698158-201=115=174//Q9UQ07
I."ENST00000361849";10_55588325_55588333-156=9=219//Q96QU1
I."ENST00000361849";10_56287572_56287637-161=66=119//Q96QU1
I."ENST00000429174";2_71776480_71776521-83=42=116//O75923
I."ENST00000443444";17_16675914_16676023-43=110=786//Q8IYA2
I."ENST00000491855";1_203194176_203194232-166=57=202//Q13231
I."ENST00000381362";16_20335138_20335578-9=441=130//P55259
I."ENST00000381360";16_20334703_20334711-111=9=130//P55259
I."ENST00000315576";19_14877047_14877193-147=147=132//Q9UHX3
I."ENST00000537824";8_2875999_2876172-174=174=195//Q96PZ7
I."ENST00000569047";16_68358586_68358735-37=150=109//Q9NVM4
I."ENST00000476108";20_13581190_13581264-121=75=267//Q9H6P5
I."ENST00000338791";7_128045821_128045919-49=99=64//P20839
I."ENST00000374704";10_35772332_35772406-334=75=35//Q8BGU5
I."ENST00000369061";10_123324952_123325218-78=267=259//P21802
I."ENST00000243810";2_231254634_231254738-75=105=143//Q9H930
I."ENST00000343118";21_41031680_41031839-117=160=2329//Q9Y2C3
I."ENST00000526687";1_166908751_166908807-114=57=120//Q71H61
I."ENST00000469934";1_166904538_166904714-114=177=147//Q71H61
I."ENST00000406881";X_91518113_91518142-81=30=199//Q71M42
I."ENST00000504896";4_62894573_62894599-92=27=169//Q80TS3
I."ENST00000518137";17_78395628_78395762-172=135=40//Q8N8Q3
I."ENST00000466475";3_195497087_195497242-131=156=165//Q99102
I."ENST00000477756";3_195497087_195497242-103=156=165//Q99102
I."ENST00000477086";3_195497087_195497242-131=156=89//Q99102
I."ENST00000514001";5_75936758_75936928-143=171=84//Q13576
I."ENST00000542155";2_144764749_144765102-110=354=174//Q4AE62
I."ENST00000350612";13_37598172_37598330-70=159=103//Q8NEM7
I."ENST00000346541";20_32161780_32162067-310=288=144//O43439
I."ENST00000416073";X_129271298_129271500-108=203=109//O95831
I."ENST00000416073";X_129290435_129290577-100=143=114//O95831
I."ENST00000534780";11_100962491_100962607-306=117=152//P06401
I."ENST00000534780";11_100933178_100933483-145=306=117//Q28590
I."ENST00000528960";11_100920660_100920738-158=79=145//A7XW16
I."ENST00000263463";11_100920660_100920790-158=131=145//Q28590
I."ENST00000357586";22_29735743_29735763-144=21=202//Q10567
I."ENST00000367953";1_161680998_161681264-153=267=285//Q7L513
I."ENST00000528789";11_74419347_74419440-56=94=143//Q6WN34
I."ENST00000534276";11_74424431_74424524-143=94=584//Q6WN34
I."ENST00000528471";11_74414350_74414544-174=195=169//Q6WN34
I."ENST00000284322";3_100515253_100515312-81=60=75//Q7Z7G0
I."ENST00000526832";8_144874046_144874083-52=38=143//Q14160
I."ENST00000418048";1_36933159_36933252-82=94=141//Q99062
I."ENST00000361547";1_26128507_26128608-118=102=134//Q9NZV5
I."ENST00000307312";3_33612182_33612184-164=3=64//O75122
I."ENST00000360315";19_19612778_19612852-296=75=196//Q86YP4
I."ENST00000372414";1_44067742_44067768-194=27=118//P10586
I."ENST00000360482";1_32265002_32265086-160=85=55//Q6ZMY3
I."ENST00000360482";1_32266042_32266218-126=177=42//Q6ZMY3
I."ENST00000311946";5_156894057_156894113-240=57=91//Q0D2K0
I."ENST00000370181";X_152835061_152835214-183=154=2952//Q64568
I."ENST00000263519";X_152811546_152811587-126=42=165//Q16720
I."ENST00000427587";16_5141795_5141896-134=102=81//Q96G04
I."ENST00000313049";3_46942515_46942575-154=61=67//Q03431
I."ENST00000381930";4_39077585_39077767-596=183=137//Q96PQ7
I."ENST00000426183";11_125547692_125547913-120=222=69//P26436
I."ENST00000480001";3_25611249_25611409-142=161=177//P10826
I."ENST00000479097";3_25634994_25635198-177=205=159//P10826
I."ENST00000355058";14_73783098_73783130-75=33=75//P49757
I."ENST00000523562";16_67201378_67201502-103=125=124//Q9ULV5
I."ENST00000451750";19_15789071_15789215-199=145=54//Q9HCS2
I."ENST00000311027";11_47314094_47314147-207=54=101//Q8WXG6
I."ENST00000311027";11_47330531_47330593-109=63=121//Q8WXG6
I."ENST00000553231";12_54737009_54737100-82=92=56//Q5R5F2
I."ENST00000416254";12_54734331_54734399-43=69=82//Q5R5F2
I."ENST00000354190";11_73366848_73366952-40=105=100//Q9UF11
I."ENST00000372445";6_43470326_43470355-67=30=108//Q5JTD0
I."ENST00000488892";19_35996841_35996888-48=48=69//Q6E0U4
I."ENST00000534940";X_1554587_1554651-62=65=48//O95671
I."ENST00000381317";X_1557990_1558037-65=48=132//O95671
I."ENST00000429150";6_144269122_144269597-2362=476=88//Q9UM63
I."ENST00000327098";8_124094942_124095057-147=116=179//Q96DN5
I."ENST00000522420";8_124146354_124146446-136=93=141//Q96DN5
I."ENST00000522420";8_124154502_124154696-141=195=139//Q96DN5
I."ENST00000509664";4_48835418_48835498-63=81=54//Q5RD48
I."ENST00000409235";19_38847382_38847501-60=120=51//Q6ZRH7
I."ENST00000425899";2_242263824_242264077-26=254=121//Q91Y81
I."ENST00000513938";5_175514115_175514258-88=144=59//P0C7A2
I."ENST00000503098";4_75174810_75174899-43=90=121//Q6UW88
I."ENST00000485117";1_47609434_47609588-125=155=107//Q5TCH4
I."ENST00000272321";2_63486442_63486544-163=103=64//O95876
I."ENST00000451904";7_94996674_94996800-201=127=166//Q15166
I."ENST00000559406";14_103599699_103599854-123=156=122//Q03169
I."ENST00000480174";1_84408146_84408362-165=217=159//Q6ZT98
I."ENST00000271064";1_32042735_32043059-61=325=64//Q9GZM7
I."ENST00000544620";11_67159632_67159702-121=71=129//Q99638
I."ENST00000377137";2_96692445_96692657-123=213=100//Q6NUI2
I."ENST00000543427";12_121431323_121431509-200=187=242//P15257
I."ENST00000543427";12_121431967_121432208-187=242=152//P20823
I."ENST00000441682";19_15739341_15739405-134=65=83//P98187
I."ENST00000400309";21_47333865_47333939-129=75=42//P57722
I."ENST00000545074";X_19372609_19372701-92=93=156//A5A6L0
I."ENST00000393727";7_103029776_103029871-107=96=78//Q9EPH0
I."ENST00000558439";15_51226733_51226894-167=162=123//Q9UPM8
I."ENST00000395647";17_18872655_18872735-106=81=206//A0PJK1
I."ENST00000467317";6_10751366_10751467-77=102=91//Q9NUH8
I."ENST00000368918";1_151076038_151076151-151=114=186//Q8TAK5
I."ENST00000355721";11_64821722_64821826-86=105=284//Q9UQQ1
I."ENST00000340252";11_64824843_64824965-284=123=122//Q9UQQ1
I."ENST00000211122";6_52767144_52767276-142=133=52//Q16772
I."ENST00000469968";1_224420903_224420991-71=89=77//O15381
I."ENST00000447496";3_155203936_155203995-355=60=80//Q4KWH8
I."ENST00000347027";12_56088562_56088754-81=193=116//Q13683
I."ENST00000356504";4_46334632_46334699-221=68=116//Q5RCC5
I."ENST00000486869";1_155187310_155187384-134=75=86//Q5R8E3
I."ENST00000409241";20_1226854_1226949-125=96=78//Q9H4I0
I."ENST00000577730";16_61760998_61761119-118=122=137//P55286
I."ENST00000478934";6_33237776_33237828-76=53=85//O55166
I."ENST00000293273";17_34249581_34249679-86=99=169//Q8NG50
I."ENST00000512157";3_129177442_129177520-85=79=77//Q9HBG6
I."ENST00000514275";3_129180071_129180147-85=77=67//Q9HBG6
I."ENST00000512157";3_129170757_129170841-67=85=79//Q9HBG6
I."ENST00000551492";14_33525111_33525200-71=90=245//Q9QZQ0
I."ENST00000393774";14_77304218_77304314-108=97=50//Q0VAA2
I."ENST00000533760";11_113117090_113117092-132=3=125//P13591
I."ENST00000520317";8_79650739_79650870-54=132=81//P13232
I."ENST00000355294";1_206758512_206758627-298=116=887//Q8WWW0
I."ENST00000357365";9_139303451_139303519-113=69=150//Q96C92
I."ENST00000519523";8_82629484_82629523-128=40=43//Q8TCF1
I."ENST00000377808";17_38801828_38801871-81=44=52//Q56A18
I."ENST00000372443";10_78673815_78673895-131=81=114//Q62976
I."ENST00000372437";10_78761165_78761338-94=174=77//Q12791
I."ENST00000421674";15_44211176_44211478-98=303=79//Q6P5H6
I."ENST00000458630";15_44209923_44210027-98=105=303//Q6P5H6
I."ENST00000449926";15_44184179_44184267-64=89=88//Q6P5H6
I."ENST00000370226";20_62062693_62062722-69=30=95//O43526
